Crops,States,Season,Area-2020-21(Lakh ha),Area-2021-22(Lakh ha),Area-2022-23(Lakh ha),Area-2023-24(Lakh ha),Area-2024-25(Lakh ha),Production-2020-21(Lakh Tonnes),Production-2021-22(Lakh Tonnes),Production-2022-23(Lakh Tonnes),Production-2023-24(Lakh Tonnes),Production-2024-25(Lakh Tonnes),Yield-2020-21(Kg/ha),Yield-2021-22(Kg/ha),Yield-2022-23(Kg/ha),Yield-2023-24(Kg/ha),Yield-2024-25(Kg/ha)
Rapeseed & Mustard,West Bengal,Rabi,5.93,6.1,6.57,6.33,6.37,7.41,7.43,8.16,7.87,7.96,1250.0,1218.0,1243.0,1244.0,1250.0
Rapeseed & Mustard,Others,Rabi,,,,,1.42,,,,,1.3,,,,,920.0
Linseed,Assam,Rabi,0.05,0.05,0.05,0.05,0.05,0.03,0.03,0.03,0.03,0.03,615.0,622.0,619.0,622.0,622.0
Linseed,Bihar,Rabi,0.06,0.06,0.05,0.06,0.06,0.05,0.05,0.04,0.05,0.05,848.0,847.0,854.0,848.0,850.0
Linseed,Chhattisgarh,Rabi,0.13,0.11,0.1,0.08,0.12,0.05,0.03,0.04,0.04,0.04,384.0,316.0,356.0,472.0,348.0
Linseed,Himachal Pradesh,Rabi,,,,,,,,,,,493.0,271.0,407.0,410.0,390.0
Linseed,Jammu And Kashmir,Rabi,,,,,,,,,,,648.0,2366.0,2478.0,1831.0,
Linseed,Jharkhand,Rabi,0.46,0.54,0.47,0.24,0.35,0.28,0.32,0.28,0.14,0.21,605.0,592.0,591.0,575.0,607.0
Linseed,Karnataka,Rabi,0.01,0.01,0.01,,,,,,,,449.0,357.0,338.0,,
Linseed,Madhya Pradesh,Rabi,0.47,0.61,0.77,0.49,0.48,0.37,0.42,0.57,0.33,0.33,783.0,689.0,745.0,683.0,680.0
Linseed,Maharashtra,Rabi,0.07,0.06,0.06,0.07,0.06,0.02,0.03,0.02,0.02,0.03,321.0,420.0,377.0,371.0,446.0
Linseed,Meghalaya,Rabi,,,,,,,,,,,600.0,600.0,600.0,600.0,
Linseed,Nagaland,Rabi,0.06,0.02,0.04,0.03,,0.05,0.02,0.03,0.03,,813.0,790.0,771.0,802.0,
Linseed,Odisha,Rabi,0.09,0.09,0.08,0.08,0.08,0.04,0.04,0.04,0.04,0.04,488.0,488.0,492.0,492.0,504.0
Linseed,Rajasthan,Rabi,0.06,0.11,0.23,0.12,0.1,0.06,0.14,0.24,0.14,0.11,1066.0,1270.0,1072.0,1145.0,1097.0
Linseed,Uttar Pradesh,Rabi,0.26,0.28,0.49,0.49,0.42,0.15,0.17,0.35,0.29,0.25,560.0,608.0,716.0,584.0,594.0
Linseed,West Bengal,Rabi,0.04,0.03,0.03,0.03,0.03,0.01,0.01,0.01,0.02,0.01,267.0,372.0,391.0,485.0,480.0
Linseed,Others,Rabi,,,,,0.04,,,,,0.03,,,,,808.0
Safflower,Andhra Pradesh,Rabi,0.01,0.01,0.05,0.02,,,0.01,0.03,0.01,,490.0,664.0,571.0,478.0,
Safflower,Arunachal Pradesh,Rabi,0.01,,,,,,,,,,833.0,,,,
Safflower,Bihar,Rabi,,,,,,,,,,,813.0,814.0,821.0,825.0,820.0
Safflower,Chhattisgarh,Rabi,,,,,,,,,,,408.0,333.0,330.0,330.0,411.0
Safflower,Jharkhand,Rabi,0.01,,,,,,,,,,622.0,359.0,489.0,767.0,767.0
Safflower,Karnataka,Rabi,0.29,0.42,0.62,0.17,0.19,0.19,0.34,0.56,0.13,0.14,665.0,809.0,897.0,745.0,732.0
Safflower,Maharashtra,Rabi,0.21,0.28,0.32,0.41,0.35,0.12,0.19,0.23,0.32,0.26,569.0,691.0,715.0,771.0,755.0
Safflower,Odisha,Rabi,,0.01,0.01,0.01,0.01,,,,,,625.0,619.0,630.0,630.0,600.0
Safflower,Telangana,Rabi,0.03,0.07,0.09,0.04,0.03,0.03,0.07,0.08,0.04,0.03,931.0,987.0,900.0,1017.0,992.0
Safflower,West Bengal,Rabi,,,,,,,,,,,620.0,600.0,600.0,350.0,350.0
Sugarcane,Andaman And Nicobar Islands,Kharif,,,,,,,0.03,0.03,0.02,,,20043.0,23750.0,17100.0,
Sugarcane,Andhra Pradesh,Kharif,0.55,0.47,0.4,0.27,0.22,41.39,36.45,29.56,22.14,18.6,75248.0,77562.0,73893.0,80533.0,84560.0
Sugarcane,Arunachal Pradesh,Kharif,0.02,0.02,0.02,0.02,,0.46,0.46,0.47,0.47,,21589.0,21550.0,21560.0,21561.0,
Sugarcane,Assam,Kharif,0.3,0.3,0.29,0.29,0.29,10.93,11.6,12.64,13.8,12.63,35845.0,38969.0,43589.0,47231.0,43559.0
Sugarcane,Bihar,Kharif,2.21,2.11,2.1,2.02,1.85,121.1,120.26,127.43,120.84,118.12,54766.0,56949.0,60627.0,59777.0,63799.0
Sugarcane,Chhattisgarh,Kharif,0.32,0.35,0.42,0.36,0.33,17.56,19.58,23.88,20.41,18.58,55670.0,56040.0,56890.0,57160.0,56840.0
Sugarcane,Goa,Kharif,0.01,0.01,,,,0.36,0.35,0.3,0.26,,65382.0,66172.0,62110.0,57527.0,
Sugarcane,Gujarat,Kharif,2.19,2.23,1.81,2.02,2.01,169.55,174.59,134.61,144.8,143.08,77327.0,78306.0,74344.0,71621.0,71292.0
Sugarcane,Haryana,Kharif,0.99,1.08,1.08,0.88,0.72,85.32,88.23,88.6,73.74,58.43,86179.0,81918.0,82232.0,83582.0,81563.0
Sugarcane,Himachal Pradesh,Kharif,0.01,0.01,0.01,0.01,0.01,0.23,0.23,0.22,0.22,0.22,15447.0,15190.0,15440.0,15440.0,15355.0
Sugarcane,Jammu And Kashmir,Kharif,,,,,,,,,,,2223.0,,1175.0,1175.0,
Sugarcane,Karnataka,Kharif,4.43,6.37,6.59,5.43,5.54,425.28,611.52,593.46,418.11,498.6,96000.0,96000.0,90000.0,77000.0,90000.0
Sugarcane,Kerala,Kharif,0.01,0.01,0.01,0.01,0.01,1.07,0.1,1.01,0.76,0.49,115810.0,11401.0,108740.0,116120.0,90332.0
Sugarcane,Madhya Pradesh,Kharif,0.95,0.93,0.92,1.15,1.24,54.41,53.79,64.44,75.9,74.1,57270.0,57840.0,70040.0,66000.0,59760.0
Sugarcane,Maharashtra,Kharif,11.43,12.62,13.59,14.37,11.67,1051.38,1160.76,1239.68,1120.88,1099.9,92000.0,92000.0,91200.0,78000.0,94247.0
Sugarcane,Manipur,Kharif,0.05,0.05,0.05,0.05,,2.79,2.79,2.9,2.78,,56561.0,56561.0,57557.0,56100.0,
Sugarcane,Meghalaya,Kharif,,,,,,,,,,,3000.0,3000.0,3017.0,3017.0,
Sugarcane,Mizoram,Kharif,0.01,0.01,0.01,0.01,,0.43,0.37,0.41,0.24,,31198.0,28709.0,28260.0,23390.0,
Sugarcane,Nagaland,Kharif,0.04,0.04,0.02,0.03,,2.03,1.05,1.08,1.15,,45520.0,28695.0,43570.0,43571.0,
Sugarcane,Odisha,Kharif,0.07,0.07,0.07,0.07,0.13,3.81,3.98,3.94,4.12,6.75,54473.0,56398.0,53781.0,57402.0,51003.0
Sugarcane,Puducherry,Kharif,0.01,,0.01,0.01,,1.87,,1.61,1.51,,140000.0,,120000.0,123000.0,
Sugarcane,Punjab,Kharif,0.89,0.87,0.9,0.9,0.89,74.87,71.31,75.06,75.1,70.33,83841.0,82153.0,83123.0,83254.0,79294.0
Sugarcane,Rajasthan,Kharif,0.05,0.04,0.04,0.04,0.06,3.94,3.21,3.1,3.45,4.65,79111.0,75845.0,87956.0,82975.0,79977.0
Sugarcane,Tamil Nadu,Kharif,1.28,1.48,1.59,1.52,1.3,132.85,161.66,176.58,159.27,132.08,104030.0,109240.0,111080.0,105000.0,101435.0
Sugarcane,Telangana,Kharif,0.22,0.28,0.28,0.27,0.21,17.51,28.65,29.43,24.33,19.53,79590.0,102306.0,105097.0,90116.0,93000.0
Sugarcane,Tripura,Kharif,0.01,0.01,0.01,0.01,,0.49,0.48,0.38,0.38,,56486.0,55016.0,55718.0,55718.0,
Sugarcane,Uttar Pradesh,Kharif,21.8,21.77,27.95,26.53,25.87,1783.39,1791.67,2242.46,2158.11,2129.2,81807.0,82300.0,80244.0,81346.0,82300.0
Sugarcane,Uttarakhand,Kharif,0.46,0.44,0.47,0.94,0.97,36.8,35.2,37.6,77.76,80.24,80000.0,80000.0,80000.0,82646.0,82726.0
Sugarcane,West Bengal,Kharif,0.19,0.19,0.18,0.17,0.13,14.18,15.91,14.43,11.04,8.8,75427.0,83834.0,78197.0,66583.0,66580.0
Sugarcane,Others,Kharif,,,,,0.14,,,,,6.82,,,,,49968.0
Cotton,Andhra Pradesh,Kharif,6.06,5.54,7.04,4.22,4.04,16.01,17.08,15.41,7.37,9.93,449.0,524.0,372.0,297.0,418.0
Cotton,Assam,Kharif,0.01,0.01,0.01,0.01,0.01,,,0.01,0.01,0.01,88.0,87.0,87.0,87.0,85.0
Cotton,Chhattisgarh,Kharif,0.04,0.04,0.05,0.07,0.07,0.08,0.08,0.09,0.13,0.12,340.0,329.0,321.0,313.0,322.0
Cotton,Gujarat,Kharif,22.71,22.84,24.84,26.83,23.72,72.12,75.09,87.95,90.57,69.61,540.0,559.0,602.0,574.0,499.0
Cotton,Haryana,Kharif,7.4,6.36,5.75,5.78,3.98,18.23,13.16,10.0,15.09,11.77,419.0,352.0,296.0,444.0,502.0
Cotton,Jammu And Kashmir,Kharif,,,,,,,0.01,,,,,938.0,,,
Cotton,Karnataka,Kharif,8.2,6.74,9.49,7.43,6.75,23.2,19.55,25.68,20.59,22.67,481.0,493.0,460.0,471.0,571.0
Cotton,Kerala,Kharif,,,,,,,,,,,1156.0,1000.0,589.0,1431.0,1493.0
Cotton,Madhya Pradesh,Kharif,5.88,5.6,5.95,6.3,5.37,13.39,14.2,14.33,18.01,15.35,387.0,431.0,410.0,486.0,486.0
Cotton,Maharashtra,Kharif,45.45,44.1,41.82,42.34,39.63,101.05,82.49,83.16,80.45,92.32,378.0,318.0,338.0,323.0,396.0
Cotton,Meghalaya,Kharif,0.07,0.07,0.02,0.02,,0.09,0.09,0.02,0.02,,203.0,202.0,144.0,144.0,
Cotton,Mizoram,Kharif,,,,,,,,,,,78.0,,330.0,290.0,
Cotton,Nagaland,Kharif,,,,,,,,,,,600.0,600.0,600.0,600.0,
Cotton,Odisha,Kharif,1.71,1.93,2.16,2.16,1.47,5.51,6.26,7.05,7.05,5.17,547.0,551.0,554.0,554.0,596.0
Cotton,Puducherry,Kharif,,,,0.01,,0.01,0.01,0.01,0.02,,425.0,426.0,452.0,338.0,
Cotton,Punjab,Kharif,2.52,2.51,2.49,2.14,1.6,10.23,6.46,4.44,6.29,4.06,691.0,437.0,303.0,500.0,430.0
Cotton,Rajasthan,Kharif,8.08,7.56,8.15,10.04,6.27,32.08,24.81,27.74,26.22,17.86,675.0,558.0,579.0,444.0,484.0
Cotton,Tamil Nadu,Kharif,1.12,1.48,1.73,1.3,1.03,2.43,3.02,3.19,2.52,2.1,369.0,347.0,313.0,330.0,346.0
Cotton,Telangana,Kharif,23.58,18.89,19.73,18.18,18.11,57.98,48.78,57.45,50.8,55.5,418.0,439.0,495.0,475.0,521.0
Cotton,Tripura,Kharif,0.01,0.01,,,,0.01,0.01,,,,265.0,262.0,155.0,155.0,
Cotton,Uttar Pradesh,Kharif,0.03,0.04,0.03,0.04,0.2,0.06,0.09,0.07,0.09,0.39,366.0,366.0,382.0,387.0,335.0
Cotton,West Bengal,Kharif,,,,,,0.01,,,,,501.0,538.0,859.0,830.0,900.0
Cotton,Others,Kharif,,,,,0.04,,,,,0.04,,,,,202.0
Jute,Assam,Kharif,0.63,0.62,0.58,0.57,0.58,7.74,7.43,6.89,6.58,6.95,2215.0,2175.0,2137.0,2087.0,2158.0
Jute,Bihar,Kharif,0.42,0.51,0.48,0.53,0.53,6.18,7.13,6.3,7.85,7.79,2620.0,2514.0,2352.0,2667.0,2637.0
Jute,Meghalaya,Kharif,0.07,0.07,0.03,0.03,,0.69,0.69,0.29,0.29,,1847.0,1848.0,1581.0,1581.0,
Jute,Nagaland,Kharif,0.02,,0.03,0.03,,0.26,0.01,0.31,0.33,,1907.0,2179.0,1908.0,1908.0,
Jute,Odisha,Kharif,0.01,0.03,0.03,0.03,0.02,0.1,0.49,0.33,0.4,0.23,2405.0,2544.0,2333.0,2620.0,2344.0
Jute,Tripura,Kharif,,,,,,0.04,0.04,0.02,0.02,,1596.0,1619.0,907.0,907.0,
Jute,West Bengal,Kharif,5.06,5.06,5.04,4.79,4.2,74.52,81.83,75.75,77.04,68.7,2650.0,2911.0,2707.0,2894.0,2947.0
Jute,Others,Kharif,,,,,0.07,,,,,0.64,,,,,1701.0
Mesta,Andhra Pradesh,Kharif,0.01,0.01,0.01,0.01,0.01,0.1,0.11,0.11,0.08,0.13,1880.0,1978.0,2039.0,2151.0,2300.0
Mesta,Assam,Kharif,0.03,0.03,0.03,0.03,0.03,0.2,0.18,0.21,0.16,0.19,1181.0,1113.0,1253.0,1015.0,1131.0
Mesta,Bihar,Kharif,0.13,0.13,0.12,0.14,0.06,1.69,1.39,1.43,2.0,0.74,2368.0,1982.0,2139.0,2636.0,2340.0
Mesta,Chhattisgarh,Kharif,0.01,,,,,0.01,0.01,0.01,0.01,,358.0,352.0,345.0,395.0,391.0
Mesta,Meghalaya,Kharif,0.04,0.04,0.04,0.04,,0.26,0.26,0.26,0.26,,1063.0,1063.0,1050.0,1050.0,
Mesta,Nagaland,Kharif,0.02,,0.01,0.02,,0.12,,0.1,0.1,,1107.0,1100.0,1229.0,1150.0,
Mesta,Odisha,Kharif,0.04,0.04,0.04,0.04,0.03,0.19,0.18,0.18,0.18,0.17,894.0,895.0,896.0,896.0,913.0
Mesta,Tripura,Kharif,,,,,,0.02,0.03,0.01,0.01,,1585.0,1579.0,881.0,881.0,
Mesta,West Bengal,Kharif,0.12,0.13,0.13,0.12,0.12,1.41,1.71,1.72,1.62,1.55,2034.0,2448.0,2452.0,2448.0,2363.0
Mesta,Others,Kharif,,,,,0.06,,,,,0.36,,,,,1069.0
Jute & Mesta,Andhra Pradesh,Kharif,0.01,0.01,0.01,0.01,0.01,0.1,0.11,0.11,0.08,0.13,1880.0,1978.0,2039.0,2151.0,2300.0
Jute & Mesta,Assam,Kharif,0.66,0.64,0.61,0.6,0.61,7.94,7.62,7.09,6.73,7.14,2166.0,2127.0,2094.0,2037.0,2107.0
Jute & Mesta,Bihar,Kharif,0.55,0.64,0.6,0.67,0.59,7.87,8.52,7.73,9.86,8.54,2561.0,2409.0,2309.0,2661.0,2608.0
Jute & Mesta,Chhattisgarh,Kharif,0.01,,,,,0.01,0.01,0.01,0.01,,358.0,352.0,345.0,395.0,391.0
Jute & Mesta,Meghalaya,Kharif,0.11,0.11,0.08,0.08,,0.95,0.95,0.55,0.55,,1532.0,1533.0,1279.0,1280.0,
Jute & Mesta,Nagaland,Kharif,0.04,,0.04,0.05,,0.38,0.01,0.41,0.43,,1552.0,2039.0,1684.0,1662.0,
Jute & Mesta,Odisha,Kharif,0.05,0.07,0.06,0.06,0.05,0.29,0.67,0.51,0.59,0.41,1148.0,1695.0,1488.0,1642.0,1406.0
Jute & Mesta,Tripura,Kharif,0.01,0.01,0.01,0.01,,0.06,0.06,0.03,0.02,,1592.0,1603.0,897.0,897.0,
Jute & Mesta,West Bengal,Kharif,5.19,5.19,5.16,4.91,4.31,75.93,83.54,77.47,78.66,70.25,2635.0,2900.0,2701.0,2883.0,2931.0
Jute & Mesta,Others,Kharif,,,,,0.13,,,,,1.0,,,,,1403.0
Tobacco,Andhra Pradesh,Kharif,,0.57,0.58,0.84,,,1.32,1.18,2.0,,,2321.0,2036.0,2383.0,
Tobacco,Assam,Kharif,,,,,,,,,,,,585.0,665.0,694.0,
Tobacco,Bihar,Kharif,,0.1,0.1,0.11,,,0.18,0.18,0.19,,,1759.0,1757.0,1756.0,
Tobacco,Chhattisgarh,Kharif,,,,,,,,,,,,575.0,579.0,119.0,
Tobacco,Gujarat,Kharif,,1.92,1.93,1.89,,,4.52,4.47,4.2,,,2359.0,2319.0,2218.0,
Tobacco,Karnataka,Kharif,,0.8,0.76,0.77,,,0.63,0.57,0.56,,,793.0,744.0,728.0,
Tobacco,Kerala,Kharif,,,,,,,,,,,,1667.0,1429.0,1526.0,
Tobacco,Maharashtra,Kharif,,0.01,0.01,0.01,,,0.01,0.01,0.01,,,1505.0,1636.0,1139.0,
Tobacco,Meghalaya,Kharif,,0.01,0.01,0.01,,,0.01,0.01,0.01,,,999.0,932.0,932.0,
Tobacco,Mizoram,Kharif,,,,,,,,,,,,551.0,950.0,1000.0,
Tobacco,Odisha,Kharif,,,,,,,,,,,,600.0,1000.0,1000.0,
Tobacco,Rajasthan,Kharif,,,,,,,,,,,,1120.0,,1380.0,
Tobacco,Tamil Nadu,Kharif,,0.02,0.02,0.02,,,0.02,0.03,0.03,,,1525.0,1525.0,1525.0,
Tobacco,Telangana,Kharif,,0.03,0.03,0.05,,,0.07,0.09,0.13,,,2216.0,2851.0,2571.0,
Tobacco,Uttar Pradesh,Kharif,,0.28,0.23,0.28,,,1.23,0.93,1.28,,,4394.0,4062.0,4580.0,
Tobacco,West Bengal,Kharif,,0.13,0.12,0.12,,,0.17,0.23,0.24,,,1390.0,1846.0,1973.0,
Sannhemp,Bihar,Kharif,,0.01,0.01,0.01,,,0.03,0.03,0.03,,,807.0,814.0,864.0,
Sannhemp,Chhattisgarh,Kharif,,0.01,0.01,,,,0.02,0.02,0.01,,,623.0,583.0,564.0,
Sannhemp,Jammu And Kashmir,Kharif,,,,,,,,,,,,1075.0,631.0,631.0,
Sannhemp,Karnataka,Kharif,,0.02,0.02,,,,0.03,0.05,,,,367.0,406.0,,
Sannhemp,Odisha,Kharif,,0.07,0.06,0.06,,,0.37,0.28,0.28,,,919.0,899.0,899.0,
Sannhemp,Rajasthan,Kharif,,,0.01,,,,0.01,0.02,,,,957.0,403.0,106.0,
Sannhemp,Uttar Pradesh,Kharif,,0.02,0.02,0.02,,,0.03,0.07,0.07,,,273.0,586.0,593.0,
Sannhemp,West Bengal,Kharif,,,,,,,0.01,0.01,0.01,,,758.0,432.0,844.0,
Guarseed,Gujarat,Kharif,,1.14,1.04,1.03,,,0.75,0.74,0.82,,,655.0,713.0,792.0,
Guarseed,Haryana,Kharif,,1.08,1.08,0.93,,,0.91,0.9,0.96,,,842.0,831.0,1040.0,
Guarseed,Punjab,Kharif,,0.12,0.09,0.09,,,0.13,0.07,0.07,,,1051.0,779.0,793.0,
Guarseed,Rajasthan,Kharif,,23.94,29.9,28.82,,,10.03,16.15,14.79,,,419.0,540.0,513.0,
Guarseed,Uttar Pradesh,Kharif,,0.02,0.02,0.02,,,0.01,0.01,0.01,,,717.0,720.0,720.0,
